@RELATION data

@ATTRIBUTE ponzi {ponzi, non_ponzi}
@ATTRIBUTE nbr_tx_in NUMERIC
@ATTRIBUTE nbr_tx_out NUMERIC
@ATTRIBUTE Tot_in NUMERIC
@ATTRIBUTE Tot_out NUMERIC
@ATTRIBUTE num_paid_in_addr NUMERIC
@ATTRIBUTE num_paid_out_addr NUMERIC
@ATTRIBUTE overlap_in_out_addr NUMERIC
@ATTRIBUTE mean_in NUMERIC
@ATTRIBUTE mean_out NUMERIC
@ATTRIBUTE sdev_in NUMERIC
@ATTRIBUTE sdev_out NUMERIC
@ATTRIBUTE gini_in NUMERIC
@ATTRIBUTE gini_out NUMERIC
@ATTRIBUTE avg_time_btw_tx NUMERIC
@ATTRIBUTE gini_time_out NUMERIC
@ATTRIBUTE lifetime NUMERIC
@ATTRIBUTE size_info NUMERIC

@DATA
non_ponzi,10001,0,1.083758918e+19,0.0,10001,0,0,1.08365055294e+15,0,2.30571368475e+16,0,0.997769076407,0,830.495150485,0,8305782.0,14562
non_ponzi,1159,212,3.66574936016e+20,2.74363943292e+20,1159,212,0,3.1628553582e+17,1.29416954383e+18,1.50776496333e+18,2.5789260768e+18,0.93799813492,0.702115299019,4479.38512035,0.000409728237997,6141237.0,7586
non_ponzi,528,193,1.87692566782e+20,1.63148068498e+20,528,193,0,3.55478346178e+17,8.45326779782e+17,1.76300825131e+18,2.80339174938e+18,0.930689643406,0.855291880179,3388.54368932,0.000307589764378,2443140.0,40478
non_ponzi,713,0,1e+15,0.0,713,0,0,1.40252454418e+12,0,3.74240226203e+13,0,0.998597475456,0,33098.1654979,0,23598992.0,12390
non_ponzi,57,52,2.91750008059e+19,2.88990008059e+19,57,52,1,5.11842119401e+17,5.55750015498e+17,5.89365494219e+17,5.98211986312e+17,0.590529769614,0.561002321865,38100.853211,0.000264243409198,4152993.0,3898
non_ponzi,418,0,6e+16,0.0,1,0,0,1.43540669856e+14,0,1.10174672083e+15,0,0.984688995215,0,35210.9186603,0,14718164.0,15744
non_ponzi,53,0,1.55e+16,0.0,1,0,0,2.92452830189e+14,0,2.1089073498e+15,0,0.981132075472,0,235593.490566,0,12486455.0,13076
non_ponzi,512,0,0.0,0.0,512,0,0,0.0,0,0.0,0,0.0,0,53782.8632812,0,27536826.0,8564
non_ponzi,302,0,0.0,0.0,302,0,0,0.0,0,0.0,0,0.0,0,85737.307947,0,25892667.0,4320
non_ponzi,375,0,0.0,0.0,375,0,0,0.0,0,0.0,0,0.0,0,15190.3786667,0,5696392.0,2602
non_ponzi,26,0,0.0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,190915.192308,0,4963795.0,5144
non_ponzi,653,510,1.2949088623e+19,1.1175032373e+19,653,510,93,1.98301510307e+16,2.19118281824e+16,4.48907692338e+16,5.5126598781e+16,0.592776778581,0.644907269661,5628.26397248,0.000449677814733,6545671.0,8578
non_ponzi,2488,0,0.0,0.0,2488,0,0,0.0,0,0.0,0,0.0,0,11031.9666399,0,27447533.0,9130
non_ponzi,572,0,0.0,0.0,572,0,0,0.0,0,0.0,0,0.0,0,26126.5979021,0,14944414.0,8000
non_ponzi,71,0,1.94254636865e+16,0.0,71,0,0,2.73598080091e+14,0,1.2151982511e+15,0,0.950364517343,0,37340.9577465,0,2651208.0,3688
non_ponzi,2568,0,0.0,0.0,2568,0,0,0.0,0,0.0,0,8.41763703757e-17,0,1196.71261682,0,3073158.0,22746
non_ponzi,2677,1327,3.94750299274e+19,3.32331707842e+19,2929,1327,92,1.47459954903e+16,2.50438363106e+16,5.36848469407e+16,8.49251040559e+16,0.837628391262,0.786502150613,5314.70754246,0.00017312907297,21280089.0,28456
non_ponzi,6548,0,0.0,0.0,6548,0,0,0.0,0,0.0,0,5.17872540798e-17,0,3471.62522908,0,22732202.0,10654
non_ponzi,410,307,7.68911587515e+20,5.28551556037e+20,410,307,0,1.87539411589e+18,1.72166630631e+18,5.67043047877e+18,6.08076235904e+18,0.825027188338,0.841029552917,35324.6331939,0.000224950617688,25327762.0,10254
non_ponzi,3797,0,1.195512582e+18,0.0,3797,0,0,3.14857145641e+14,0,7.20145635975e+15,0,0.998242775946,0,8190.74953911,0,31100276.0,6944
non_ponzi,3894,0,0.0,0.0,3894,0,0,0.0,0,0.0,0,0.0,0,2496.97046739,0,9723203.0,12364
non_ponzi,26,0,1.249e+18,0.0,26,0,0,4.80384615385e+16,0,4.82306005395e+16,0,0.512933423662,0,24165.6153846,0,628306.0,25456
non_ponzi,188,0,0.0,0.0,188,0,0,0.0,0,0.0,0,-3.06757065552e-17,0,2265.96808511,0,426002.0,7550
non_ponzi,212,0,5e+15,0.0,1,0,0,2.35849056604e+13,0,2.46504577933e+14,0,0.991509433962,0,137396.014151,0,29127955.0,7324
non_ponzi,26,0,3.5e+17,0.0,26,0,0,1.34615384615e+16,0,6.73076923077e+16,0,0.961538461538,0,106278.192308,0,2763233.0,10262
non_ponzi,21,0,0.0,0.0,21,0,0,0.0,0,0.0,0,-2.88106444644e-17,0,4441.0,0,93261.0,1214
non_ponzi,10000,0,0.0,0.0,10000,0,0,0.0,0,0.0,0,4.4408920985e-17,0,421.7391,0,4217391.0,12788
non_ponzi,28,4,1.1431e+19,1.1381e+19,28,4,2,4.0825e+17,2.84525e+18,3.76692525714e+17,4.14637485517e+18,0.512956621718,0.672619597829,248585.59375,0.00097020205253,7954739.0,21552
non_ponzi,44,2,5.6e+16,5.6e+16,44,2,1,1.27272727273e+15,2.8e+16,7.43873045242e+15,2.05e+16,0.960227272727,0.366071428571,285.217391304,1.33396783682e-06,13120.0,21018
non_ponzi,26,29,8.85e+17,8.58177916528e+17,26,29,5,3.40384615385e+16,2.95923419492e+16,8.61798123644e+16,9.78326898446e+16,0.874619730552,0.864217221396,491.418181818,2.08746986164e-06,27028.0,9698
non_ponzi,285,0,7.9802807e+17,0.0,285,0,0,2.80009849123e+15,0,2.2533034483e+16,0,0.983897622074,0,45536.2736842,0,12977838.0,11148
non_ponzi,46,40,1.8092041078e+19,1.5777488598e+19,46,40,0,3.93305240826e+17,3.9443721495e+17,4.33794096941e+17,4.14568118075e+17,0.579660350747,0.552595842569,168234.209302,0.000701727008459,14468142.0,7342
non_ponzi,21,13,2.3e+16,1.3e+16,21,13,0,1.09523809524e+15,1e+15,2.04484862415e+15,0.0,0.575569358178,0.0,249.764705882,4.96249414273e-07,8492.0,2242
non_ponzi,2213,0,9.9579785e+17,0.0,2213,0,0,4.49976434704e+14,0,1.21743354797e+16,0,0.99869955211,0,6808.16177135,0,15066462.0,14828
non_ponzi,819,0,0.0,0.0,819,0,0,0.0,0,0.0,0,-5.1724041081e-17,0,19625.4749695,0,16073264.0,4482
non_ponzi,4331,1203,3.88577173185e+20,2.51749885923e+20,4331,1203,289,8.97199661015e+16,2.09268400601e+17,4.39511110732e+17,1.05428284445e+18,0.931124210901,0.885308349637,3256.61908204,0.00151498831606,18022130.0,11462
non_ponzi,359,0,4.74403028266e+20,0.0,1,0,0,1.32145690325e+18,0,1.36491765197e+19,0,0.939991472429,0,45676.3231198,0,16397800.0,14460
non_ponzi,574,980,7.37037499784e+20,6.78506669538e+20,574,980,393,1.28403745607e+18,6.92353744426e+17,4.7209149524e+18,3.53839579203e+18,0.83251637382,0.909918231948,5077.0997426,0.000730733584563,7889813.0,3664
non_ponzi,666,33,1.28126290969e+23,9.487279886e+22,666,33,3,1.92381818271e+20,2.87493329879e+21,4.6133696163e+21,7.47413400561e+21,0.994904312498,0.843135891537,43159.6781116,0.00347595440668,30168615.0,11410
non_ponzi,1861,0,0.0,0.0,1,0,0,0.0,0,0.0,0,-4.00707523438e-17,0,15721.0698549,0,29256911.0,21534
non_ponzi,866,0,6e+17,0.0,866,0,0,6.92840646651e+14,0,1.44004224186e+16,0,0.997690531178,0,32993.5046189,0,28572375.0,9074
non_ponzi,2032,2,6.67618221344e+21,4.00344482673e+21,2032,2,1,3.28552274284e+18,2.00172241337e+21,1.05981889798e+19,1.99827758663e+21,0.791852832895,0.499139534356,538.53294002,1.08712610009e-06,1095376.0,10036
non_ponzi,332,3,5.63874540214e+19,4.2386095745e+19,332,3,0,1.6984172898e+17,1.41286985817e+19,8.36443775659e+17,8.3912291145e+18,0.930391240326,0.294721800151,66548.9850746,0.00055030492245,22293910.0,13464
non_ponzi,1324,770,8.9058176e+18,8.586364896e+18,1324,770,73,6.72644833837e+15,1.11511232416e+16,2.61119514373e+16,4.08549942103e+16,0.752248848081,0.717106801497,6995.99713467,0.00058840518378,14649618.0,19588
non_ponzi,430,0,1.5e+16,0.0,430,0,0,3.48837209302e+13,0,4.1617512019e+14,0,0.993023255814,0,56922.8813953,0,24476839.0,3084
non_ponzi,1845,0,0.0,0.0,1845,0,0,0.0,0,0.0,0,4.07687599469e-17,0,16924.6319783,0,31225946.0,3758
non_ponzi,1117,39,9.4193e+18,8.257652e+18,1117,39,13,8.43267681289e+15,2.11734666667e+17,2.61648861806e+16,8.65456590156e+17,0.567217933586,0.848793182124,7163.99653979,9.52667481384e-05,8281580.0,16554
non_ponzi,4556,0,5e+14,0.0,4556,0,0,109745390694.0,0,7.40679764109e+12,0,0.999780509219,0,6599.83516242,0,30068849.0,4292
non_ponzi,387,35,3.00558800948e+18,2.32276990688e+18,387,35,12,7.76637728549e+15,6.63648544822e+16,4.35961400942e+16,1.20213747662e+17,0.941674085104,0.7010226327,2359.76066351,2.85611322759e-05,995819.0,17188
non_ponzi,10000,5,0.0,0.0,10005,5,0,0.0,0.0,0.0,0.0,4.4408920985e-17,0.0,1866.39930035,0.0,18673325.0,21508
non_ponzi,426,0,7.69078286976e+21,0.0,1,0,0,1.80534809149e+19,0,1.71035885456e+20,0,0.891810076553,0,2737.31924883,0,1166098.0,3104
non_ponzi,2732,1058,3.20163143464e+20,2.71923222866e+20,2732,1058,182,1.1719002323e+17,2.57016278702e+17,8.21178904582e+17,1.1625392259e+18,0.946646816185,0.844618292903,4194.26437995,0.00159984917359,15896262.0,12558
non_ponzi,1212,0,0.0,0.0,1212,0,0,0.0,0,0.0,0,4.72372936198e-17,0,25086.4579208,0,30404787.0,8668
non_ponzi,48,9,6.23748772183e+18,2.32963968488e+18,48,9,9,1.29947660871e+17,2.58848853876e+17,1.95030299672e+17,2.93584584485e+17,0.706399257567,0.59953509501,10381.0526316,3.99886393246e-05,591720.0,13502
non_ponzi,415,361,1.29459575876e+20,1.2760037914e+20,415,361,0,3.11950785244e+17,3.53463654127e+17,7.11406301783e+17,7.52756243843e+17,0.687357992659,0.650597899318,11809.4097938,0.00062758612615,9164102.0,13130
non_ponzi,27,17,6.91000555e+18,5.64300555e+18,27,17,0,2.55926131481e+17,3.31941502941e+17,3.44663763517e+17,3.48336231447e+17,0.639202525677,0.512743724371,125863.590909,3.58919727119e-05,5537998.0,24236
non_ponzi,118,0,4.02522002964e+20,0.0,1,0,0,3.41120341495e+18,0,6.08875034588e+18,0,0.697258604475,0,49577.8305085,0,5850184.0,23868
non_ponzi,246,0,0.0,0.0,246,0,0,0.0,0,0.0,0,3.58319179221e-17,0,134497.239837,0,33086321.0,4298
non_ponzi,585,0,0.0,0.0,585,0,0,0.0,0,0.0,0,0.0,0,34320.4974359,0,20077491.0,10998
non_ponzi,25,0,2.8e+16,0.0,25,0,0,1.12e+15,0,4.16e+15,0,0.937142857143,0,185562.84,0,4639071.0,15888
non_ponzi,101,0,0.0,0.0,101,0,0,0.0,0,0.0,0,-3.15530359726e-17,0,89766.2871287,0,9066395.0,9542
non_ponzi,850,0,7e+18,0.0,1,0,0,8.23529411765e+15,0,9.03740784099e+16,0,0.991764705882,0,37073.2729412,0,31512282.0,8616
non_ponzi,1681,0,6e+16,0.0,1681,0,0,3.56930398572e+13,0,1.24315099675e+15,0,0.999206821337,0,17732.2986318,0,29807994.0,8056
non_ponzi,77,32,5.159858e+20,2.349758e+20,78,32,1,6.70111428571e+18,7.34299375e+18,7.3618291435e+18,8.52732110418e+18,0.514060477039,0.564720627614,8296.55963303,7.86544608912e-05,904325.0,20312
non_ponzi,7720,0,0.0,0.0,7720,0,0,0.0,0,0.0,0,3.72568063782e-17,0,3791.35272021,0,29269243.0,978
non_ponzi,917,446,2.55967801205e+20,1.77889203836e+20,917,446,45,2.79136097279e+17,3.98854717122e+17,4.49569313027e+17,6.35969179658e+17,0.663617343221,0.590053173876,62.4548789435,1.46563286289e-06,85126.0,6828
non_ponzi,10001,0,1e+15,0.0,10001,0,0,99990000999.9,0,9.99900009999e+12,0,0.999900009999,0,1469.17638236,0,14693233.0,6792
non_ponzi,47,0,0.0,0.0,47,0,0,0.0,0,0.0,0,-7.66892663879e-18,0,394207.085106,0,18527733.0,26684
non_ponzi,10000,0,0.0,0.0,10000,0,0,0.0,0,0.0,0,4.4408920985e-17,0,1623.0007,0,16230007.0,5198
non_ponzi,1148,836,1.02268263521e+19,9.86370366211e+18,1148,836,1,8.90838532415e+15,1.1798688591e+16,6.44125105674e+16,7.5193312585e+16,0.84038501806,0.809335104745,7353.34828629,0.000405720359553,14589043.0,10046
non_ponzi,33,1,0.0,0.0,34,1,0,0.0,0.0,0.0,0.0,-7.77808032373e-18,0.0,379875.794118,0.0,12915777.0,13826
non_ponzi,10437,0,0.0,0.0,438,0,0,0.0,0,0.0,0,-2.03839740859e-17,0,1571.95266839,0,16406470.0,21684
non_ponzi,83,0,0.0,0.0,83,0,0,0.0,0,0.0,0,-7.37726474601e-18,0,41286.4096386,0,3426772.0,6260
non_ponzi,1083,0,0.0,0.0,1,0,0,0.0,0,0.0,0,0.0,0,24774.501385,0,26830785.0,3700
non_ponzi,61,0,0.0,0.0,61,0,0,0.0,0,0.0,0,2.27635836403e-18,0,232889.147541,0,14206238.0,11550
non_ponzi,41,2,1.32947550628e+19,9.17e+18,41,2,1,3.24262318605e+17,4.585e+18,7.93775372047e+17,4.485e+18,0.754339719012,0.489094874591,93506.4186047,1.1256627259e-05,4020776.0,8336
non_ponzi,36,0,0.0,0.0,36,0,0,0.0,0,0.0,0,-3.2678740249e-18,0,191432.555556,0,6891572.0,10368
non_ponzi,926,0,6.50202823167e+20,0.0,1,0,0,7.0216287599e+17,0,4.25727665965e+18,0,0.938604266118,0,7162.27861771,0,6632270.0,15010
non_ponzi,10009,9991,6.50028680441e+21,7.76499068215e+21,10010,9991,0,6.49444180679e+17,7.77198546907e+17,1.91727410488e+18,3.56354957719e+18,0.751387466959,0.742876454188,73.32655,7.64978344971e-05,1466531.0,19258
non_ponzi,1654,0,2.11036534e+17,0.0,1654,0,0,1.27591616687e+14,0,2.99392177929e+15,0,0.99820736953,0,19429.379081,0,32136193.0,7298
non_ponzi,682,0,0.0,0.0,1,0,0,0.0,0,0.0,0,-3.7295935621e-17,0,5930.90029326,0,4044874.0,14252
non_ponzi,2442,1860,1.61763e+19,1.61085837089e+19,2442,1860,131,6.6242014742e+15,8.66052887573e+15,3.81258020401e+16,2.73813516121e+16,0.961426067943,0.811114078197,828.049744305,0.000105532735214,3562270.0,4648
non_ponzi,10003,77,5.64792401475e+21,1.57351194369e+21,10003,77,0,5.64623014571e+17,2.04352200479e+19,2.36654981672e+19,3.43376534265e+19,0.99867992927,0.578297705593,1107.42450397,4.11709831354e-05,11162839.0,14796
non_ponzi,145,0,1e+18,0.0,145,0,0,6.89655172414e+15,0,5.83156362941e+16,0,0.986206896552,0,192544.731034,0,27918986.0,9266
non_ponzi,1453,0,1e+17,0.0,1453,0,0,6.88231245699e+13,0,2.62251326679e+15,0,0.999311768754,0,17580.4755678,0,25544431.0,6962
non_ponzi,3788,0,0.0,0.0,3788,0,0,0.0,0,0.0,0,-3.86865759817e-17,0,4534.89730729,0,17178191.0,8634
non_ponzi,895,4,4.56945930301e+21,3.93778844866e+21,895,4,2,5.10554112068e+18,9.84447112166e+20,2.87629395221e+19,1.54462919953e+21,0.95200479078,0.709602959358,4516.12013348,0.000486600753853,4059992.0,8404
non_ponzi,21,0,4.1e+16,0.0,1,0,0,1.95238095238e+15,0,3.9094049051e+15,0,0.803716608595,0,285005.190476,0,5985109.0,5234
non_ponzi,220,86,2.3118133e+19,2.30324062581e+19,220,86,39,1.05082422727e+17,2.6781867742e+17,7.11729113829e+17,8.4303615789e+17,0.95252961997,0.864507427404,10537.1339869,0.000121017627149,3224363.0,11772
non_ponzi,10000,51,1.20535536233e+20,1.25247937056e+21,10000,51,1,1.20535536233e+16,2.45584190307e+19,3.79488216612e+17,6.08615714123e+19,0.997486143787,0.84475700376,3229.59387126,0.00319757809606,32460648.0,10484
non_ponzi,1250,28,1.27777862549e+20,7.273447677e+19,1251,28,27,1.02222290039e+17,2.59765988464e+18,1.07741234284e+18,8.23956101093e+18,0.984476914404,0.859975099168,11157.7683881,0.000678880778559,14259628.0,11062
non_ponzi,82,0,0.0,0.0,82,0,0,0.0,0,0.0,0,-5.03886345779e-18,0,185502.365854,0,15211194.0,10478
non_ponzi,94,0,0.0,0.0,94,0,0,0.0,0,0.0,0,-9.58615829849e-18,0,68122.5744681,0,6403522.0,8008
non_ponzi,24,18,1.13e+17,9.9524e+16,24,18,5,4.70833333333e+15,5.52911111111e+15,5.30627903735e+15,5.14807996762e+15,0.602138643068,0.519536080633,22864.3333333,4.25137132597e-05,960302.0,2544
non_ponzi,26,0,2.317768e+15,0.0,1,0,0,8.91449230769e+13,0,4.45724615385e+14,0,0.961538461538,0,369215.576923,0,9599605.0,5074
non_ponzi,640,0,0.0,0.0,640,0,0,0.0,0,0.0,0,0.0,0,28592.8984375,0,18299455.0,4520
non_ponzi,81,57,2.36e+17,1.82e+17,81,57,5,2.91358024691e+15,3.19298245614e+15,7.02235852692e+15,7.10358484686e+15,0.846306758736,0.745794386609,17906.7898551,0.000236099034501,2471137.0,8628
non_ponzi,241,100,1.58259350691e+19,1.60454107316e+19,241,100,26,6.56677803697e+16,1.60454107316e+17,3.32290905591e+17,4.20720366199e+17,0.945302461672,0.822375842059,22455.0967742,0.000548768565984,7657188.0,32404
non_ponzi,32,0,1.02e+16,0.0,32,0,0,3.1875e+14,0,1.73897194845e+15,0,0.966911764706,0,12244.875,0,391836.0,9868
non_ponzi,48,27,2.2976116086e+19,1.7765214386e+19,48,27,0,4.78669085126e+17,6.57970903187e+17,7.04847319472e+17,8.42424817611e+17,0.645754451551,0.609251312934,131827.96,0.000857127275378,9887097.0,9804
non_ponzi,786,1924,4.16310953052e+19,2.44304845874e+19,786,1924,57,5.29657701084e+16,1.2697757062e+16,5.56121030111e+16,3.00779526995e+16,0.490234638726,0.782303089828,155.330627306,1.90350194963e-06,420946.0,10532
non_ponzi,697,2,1.21e+17,1.21e+17,697,2,1,1.73601147776e+14,6.05e+16,3.86649409133e+15,3.95e+16,0.998067277707,0.326446280992,21052.0257511,1.20588823583e-05,14715366.0,9868
non_ponzi,10000,0,0.0,0.0,10000,0,0,0.0,0,0.0,0,4.4408920985e-17,0,511.1638,0,5111638.0,9234
non_ponzi,10000,0,1.3523001495e+19,0.0,10000,0,0,1.3523001495e+15,0,4.81466222505e+16,0,0.998974660816,0,514.1686,0,5141686.0,8690
non_ponzi,46,0,1.805e+20,0.0,1,0,0,3.92391304348e+18,0,9.11637763642e+18,0,0.76448271709,0,169215.652174,0,7783920.0,7786
non_ponzi,2403,0,100000.0,0.0,2403,0,0,41.6146483562,0,2039.54236452,0,0.999583851114,0,8160.2068248,0,19608977.0,15318
non_ponzi,138,0,1.357240842e+20,0.0,1,0,0,9.83507856522e+17,0,1.63770550971e+18,0,0.670799564353,0,64057.9347826,0,8839995.0,3440
non_ponzi,140,0,6e+18,0.0,140,0,0,4.28571428571e+16,0,5.05278262395e+17,0,0.992857142857,0,103070.15,0,14429821.0,6868
non_ponzi,1209,0,0.0,0.0,1209,0,0,0.0,0,0.0,0,0.0,0,20227.5583127,0,24455118.0,9252
non_ponzi,497,0,6.436e+17,0.0,2,0,0,1.29496981891e+15,0,4.04166863576e+15,0,0.787526901621,0,5474.41046278,0,2720782.0,4816
non_ponzi,23,9,1.85e+18,1.84e+18,23,9,0,8.04347826087e+16,2.04444444444e+17,1.60474249888e+17,2.01335050275e+17,0.810340775558,0.524154589372,83726.71875,0.00019093997614,2679255.0,27268
non_ponzi,249,3,2.01765477426e+20,2.01567277426e+20,249,3,0,8.10303122192e+17,6.71890924752e+19,5.84258184738e+18,7.39960639974e+19,0.958861185839,0.52451488471,100938.765873,0.00171629354602,25436569.0,9154
non_ponzi,444,0,0.0,0.0,444,0,0,0.0,0,0.0,0,0.0,0,18855.7342342,0,8371946.0,14116
non_ponzi,28,40,1.32e+18,1.04e+18,28,40,4,4.71428571429e+16,2.6e+16,1.86809954723e+16,2.38830483816e+16,0.172077922078,0.480769230769,1743.44117647,1.57869081053e-06,118554.0,2922
non_ponzi,104,65,9.01458341493e+19,8.76338307863e+19,104,65,0,8.6678686682e+17,1.34821278133e+18,4.96601910617e+18,6.22686332807e+18,0.899158905588,0.853416502631,63510.5384615,0.000558705446396,10733281.0,11174
non_ponzi,38,0,0.0,0.0,1,0,0,0.0,0,0.0,0,1.17317582722e-17,0,341700.526316,0,12984620.0,4990
non_ponzi,1434,0,0.0,0.0,1434,0,0,0.0,0,0.0,0,3.37436411979e-17,0,12232.7203626,0,17541721.0,6144
non_ponzi,6891,0,0.0,0.0,6891,0,0,0.0,0,0.0,0,0.0,0,1267.35321434,0,8733331.0,2360
non_ponzi,9315,0,0.0,0.0,9315,0,0,0.0,0,0.0,0,2.5590248723e-17,0,1465.57606012,0,13651841.0,10360
non_ponzi,10000,0,1e+16,0.0,10000,0,0,1e+12,0,9.9994999875e+13,0,0.9999,0,779.7525,0,7797525.0,26298
non_ponzi,1230,0,5e+15,0.0,1230,0,0,4.06504065041e+12,0,1.42508521487e+14,0,0.99918699187,0,2474.63333333,0,3043799.0,8744
non_ponzi,545,466,8.31334006652e+20,7.26484273625e+20,546,466,0,1.52538349844e+18,1.55897912795e+18,5.15944535193e+18,5.28271288114e+18,0.73582391071,0.710469904605,7519.63006924,0.000186413787357,7602346.0,19012
non_ponzi,4357,0,0.0,0.0,4357,0,0,0.0,0,0.0,0,2.92418681301e-17,0,4847.11292174,0,21118871.0,8056
non_ponzi,901,0,1e+15,0.0,901,0,0,1.10987791343e+12,0,3.32963374029e+13,0,0.998890122087,0,21645.9067703,0,19502962.0,10564
non_ponzi,34,0,2.6852e+18,0.0,1,0,0,7.89764705882e+16,0,1.70847057608e+17,0,0.809496061198,0,40380.7941176,0,1372947.0,23868
non_ponzi,161,222,1.164e+20,1e+20,161,222,19,7.2298136646e+17,4.5045045045e+17,8.01648026667e+17,6.742742343e+17,0.490032229835,0.629345945946,57.4203655352,5.60542874758e-07,21992.0,16950
non_ponzi,984,711,6.4938e+18,6.47872168069e+18,984,711,61,6.5993902439e+15,9.11212613318e+15,4.27524843527e+16,5.15970820483e+16,0.967517390572,0.819656033284,4821.73156342,9.06326554722e-05,8172835.0,9698
non_ponzi,1378,190,2.36821875328e+20,2.36821875328e+20,1378,190,0,1.71859125782e+17,1.24643092278e+18,7.46230958891e+17,1.64296243879e+18,0.924143838165,0.449843205218,7150.04655612,0.000130750154542,11211273.0,26890
non_ponzi,579,0,0.0,0.0,579,0,0,0.0,0,0.0,0,0.0,0,34859.880829,0,20183871.0,7246
non_ponzi,647,0,0.0,0.0,647,0,0,0.0,0,0.0,0,0.0,0,14935.4899536,0,9663262.0,2000
non_ponzi,6302,0,0.0,0.0,6302,0,0,0.0,0,0.0,0,2.79546096408e-17,0,2101.05537924,0,13240851.0,23074
non_ponzi,9427,7007,2.1141285675e+20,2.09426625e+20,9427,7007,23,2.24263134348e+16,2.98882010846e+16,3.66251093231e+16,1.75603757945e+16,0.743261516894,0.307281963537,1000.27960326,0.000472897402789,16438595.0,14240
non_ponzi,10000,0,1.016212e+19,0.0,10000,0,0,1.016212e+15,0,2.82352592818e+16,0,0.998810154771,0,592.7883,0,5927883.0,13854
non_ponzi,87,0,0.0,0.0,87,0,0,0.0,0,0.0,0,-6.71449026757e-18,0,258958.896552,0,22529424.0,10564
non_ponzi,57,0,0.0,0.0,57,0,0,0.0,0,0.0,0,7.82117218148e-18,0,392466.894737,0,22370613.0,8862
non_ponzi,29,0,0.0,0.0,29,0,0,0.0,0,0.0,0,-5.03586770068e-18,0,429035.827586,0,12442039.0,3600
non_ponzi,48,0,0.0,0.0,48,0,0,0.0,0,0.0,0,2.20581496681e-17,0,67290.8958333,0,3229963.0,11828
non_ponzi,23,0,0.0,0.0,1,0,0,0.0,0,0.0,0,-8.00598248823e-18,0,31610.9565217,0,727052.0,9828
non_ponzi,279,0,1.23227392e+17,0.0,1,0,0,4.41675240143e+14,0,6.13033039249e+15,0,0.995064572637,0,120305.053763,0,33565110.0,5950
non_ponzi,5557,0,0.0,0.0,5557,0,0,0.0,0,0.0,0,-3.59525282528e-17,0,3616.89580709,0,20099090.0,13158
non_ponzi,228,0,2e+16,0.0,228,0,0,8.77192982456e+13,0,9.32468930942e+14,0,0.991228070175,0,36855.8245614,0,8403128.0,1164
non_ponzi,46,0,0.0,0.0,46,0,0,0.0,0,0.0,0,4.00299124411e-18,0,5222.60869565,0,240240.0,3272
non_ponzi,10000,0,0.0,0.0,10000,0,0,0.0,0,0.0,0,4.4408920985e-17,0,1266.7836,0,12667836.0,23456
non_ponzi,441,10,7.10545809422e+18,5.54248012464e+18,441,10,4,1.61121498735e+16,5.54248012464e+17,4.3248428776e+16,9.59977456601e+17,0.883140485758,0.714045006967,968.381374723,4.53070460632e-05,436740.0,29188
non_ponzi,233,20,3.79e+18,2.37e+18,234,20,0,1.62660944206e+16,1.185e+17,7.99168425674e+16,1.57677281179e+17,0.963649540807,0.632172995781,34140.5217391,0.000682152979405,8637552.0,13130
non_ponzi,159,0,0.0,0.0,159,0,0,0.0,0,0.0,0,4.2886047723e-17,0,147035.138365,0,23378587.0,4072
non_ponzi,10001,0,1.10775409e+19,0.0,10001,0,0,1.10764332567e+15,0,9.98024669111e+16,0,0.999873136685,0,2273.47585241,0,22737032.0,7676
non_ponzi,747,0,0.0,0.0,747,0,0,0.0,0,0.0,0,0.0,0,42931.5274431,0,32069851.0,13048
non_ponzi,2087,0,1000000000.0,0.0,2087,0,0,479156.684236,0,21884402.9644,0,0.999520843316,0,10434.5773838,0,21776963.0,8114
non_ponzi,10001,0,0.0,0.0,10001,0,0,0.0,0,0.0,0,0.0,0,899.454654535,0,8995446.0,6164
non_ponzi,10000,0,0.0,0.0,10000,0,0,0.0,0,0.0,0,4.4408920985e-17,0,738.4403,0,7384403.0,4584
non_ponzi,39,0,0.0,0.0,39,0,0,0.0,0,0.0,0,-2.50601463685e-17,0,418200.948718,0,16309837.0,8288
non_ponzi,198,0,1.04886209608e+21,0.0,1,0,0,5.29728331354e+18,0,3.23416868257e+19,0,0.919985796648,0,9910.95454545,0,1962369.0,5480
non_ponzi,776,233,1.7984630518e+20,1.19703940376e+20,777,233,0,2.31760702552e+17,5.13750817066e+17,6.60527193043e+17,9.07299614659e+17,0.854876400218,0.691530960084,13696.6432111,0.00097229442406,13819913.0,31248
non_ponzi,10001,0,1.231596338e+19,0.0,10001,0,0,1.23147319068e+15,0,6.59621204744e+16,0,0.9995643793,0,3493.70092991,0,34940503.0,4912
non_ponzi,63,79,4.6e+17,4.55e+17,63,79,11,7.30158730159e+15,5.75949367089e+15,5.55101855557e+15,2.84277983882e+15,0.274672187716,0.167478091529,74958.5422535,0.000517380014394,10644113.0,3186
non_ponzi,158,0,10000000000.0,0.0,158,0,0,63291139.2405,0,793035701.655,0,0.993670886076,0,67829.5253165,0,10717065.0,6260
non_ponzi,716,2,5.71067939872e+20,5.27637592166e+20,716,2,0,7.97580921608e+17,2.63818796083e+20,1.54806904858e+18,5.27637592166e+19,0.67148115691,0.1,4562.94707521,0.0,3276196.0,6498
